,wilayah,strata,perguruanTinggi,kotaKab,prodi,noSK,tahunSK,peringkat,tanggalKadaluarsa,status
143,09 ,S1 ,Universitas Hasanuddin,Makassar,Nutrisi dan Makanan Ternak ,002 ,2011 ,A ,13-05-2016 ,Kadaluarsa 
144,11 ,S1 ,Universitas Kapuas Sintang,Sintang,Budidaya Pertanian ,046 ,2011 ,C ,11-02-2016 ,Kadaluarsa 
145,04 ,S1 ,Institut Ilmu Al-Qur'an (IIQ),Tangerang,Muamalat ,036/BAN-PT/Ak-XIII/S1/I/2011 ,2011 ,B ,07-01-2016 ,Kadaluarsa 
146,06 ,S1 ,Universitas Jenderal Soedirman,Banyumas,Ilmu Ekonomi dan Studi Pembangunan (IESP) ,038 ,2011 ,A ,14-01-2016 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 03-07-2015 
147,08 ,D3,Universitas Pendidikan Ganesha,Buleleng,Pelatihan Olahraga Pariwisata ,032 ,2011 ,B ,04-02-2016 ,Kadaluarsa 
148,03 ,D2,Universitas Negeri Jakarta,Jakarta,Pendidikan Guru Sekolah Dasar (PGSD) ,002 ,2011 ,B ,13-05-2016 ,Kadaluarsa 
149,01 ,D3,Akademi Teknologi Industri Immanuel Medan,Medan,Mesin Otomotif ,026/SK/BAN-PT/Akred/Dpl-III/IX/2015 ,2010 ,C ,23-12-2015 ,Kadaluarsa 
150,03 ,D3,Universitas Darma Persada,Jakarta,Bahasa Mandarin ,002 ,2010 ,C ,14-05-2015 ,Kadaluarsa 
151,07 ,S1 ,Universitas Darul `Ulum (UNDAR),Jombang,Ilmu Hubungan Internasional ,004 ,2006 ,B ,01-06-2011 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 08-12-2016 
152,01 ,S1 ,Universitas Muhammadiyah Tapanuli Selatan,Padang,Produksi Ternak ,016 ,2010 ,C ,27-08-2015 ,Kadaluarsa 
153,06 ,S1 ,Sekolah Tinggi Agama Islam Negeri Purwokerto,Banyumas,Bimbingan dan Penyuluhan Islam ,032 ,2010 ,B ,23-12-2015 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 28-01-2015 
154,01 ,D3,Akademi Teknik Industri Immanuel Medan,Medan,Teknik Informatika ,027/BAN-PT/Ak-X/Dpl-III/XII/2010 ,2010 ,C ,30-12-2015 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 17-06-2016 
155,04 ,D3,Sekolah Tinggi Manajemen Informatika dan Komputer Tasikmalaya,Jawa,Komputerisasi Akuntansi ,003 ,2004 ,C ,01-06-2009 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 31-08-2013 
156,06 ,D3,Universitas Wijaya Kusuma Purwokerto,Banyumas,Manajemen Informatika ,004 ,2010 ,C ,11-06-2015 ,Kadaluarsa 
157,04 ,D3,Sekolah Tinggi Ilmu Kesehatan Bina Putra Banjar,Banjar,Kebidanan ,019 ,2010 ,B ,22-10-2015 ,Kadaluarsa 
158,10 ,D3,Politeknik Bengkalis,Riau,Teknik Mesin ,005 ,2010 ,C ,18-06-2015 ,Kadaluarsa 
159,02 ,D3,Politeknik Gajah Sakti,Metro,Mesin Otomotif ,002 ,2010 ,C ,14-05-2015 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 11-05-2015 
160,09 ,S1 ,Universitas Veteran RI Makassar,Makassar,Pendidikan Matematika ,018/BAN-PT/Ak-XIII/S1/IX/2010 ,2010 ,C ,17-09-2015 ,Kadaluarsa 
161,06 ,S1 ,Universitas Sains Al-Qur'an (UNSIQ) Jawa Tengah,Wonosobo,Akuntansi ,026 ,2010 ,B ,18-11-2015 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 02-06-2016 
162,07 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Kosgoro Jember,Jember,Manajemen ,022 ,2010 ,C ,22-10-2015 ,Kadaluarsa 
163,06 ,S1 ,Institut Seni Indonesia Surakarta,Surakarta,Televisi ,001 ,2011 ,B ,06-05-2016 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 12-05-2016 
164,04 ,D3,Sekolah Tinggi Manajemen Informatika dan Komputer DCI Tasikmalaya,Tasikmalaya,Manajemen Informatika ,004 ,2010 ,C ,11-06-2015 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 20-05-2016 
165,04 ,D3,Universitas Singaperbangsa Karawang,Karawang,Teknik Mesin ,002 ,2011 ,C ,09-06-2016 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 18-12-2015 
166,01 ,D3,Universitas Darma Agung,Medan,Keperawatan ,020 ,2010 ,C ,29-10-2015 ,Kadaluarsa 
167,04 ,D3,Sekolah Tinggi Ilmu Ekonomi - STEMBI Bandung,Bandung,Manajemen Perusahaan ,005 ,2010 ,B ,18-06-2015 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 18-08-2016 
168,02 ,S1 ,Sekolah Tinggi Ilmu Kesehatan Masyarakat Nusantara,Palembang,Kesehatan Masyarakat ,028 ,2010 ,C ,26-11-2015 ,Kadaluarsa 
169,04 ,S1 ,Universitas Islam Syekh Yusuf,Tangerang,Pendidikan Tata Niaga ,001 ,2007 ,B ,13-01-2012 ,Kadaluarsa 
170,04 ,S1 ,Universitas Swadaya Gunung Djati,Cirebon,Sosial Ekonomi Pertanian ,001 ,2007 ,B ,13-01-2012 ,Kadaluarsa 
171,07 ,S1 ,Universitas Islam Negeri Maulana Malik Ibrahim Malang,Malang,Bahasa dan Sastra Inggris ,005 ,2007 ,A ,24-02-2012 ,Kadaluarsa 
172,03 ,S1 ,Universitas Mpu Tantular,Jakarta,Teknik Arsitektur ,005 ,2007 ,B ,24-02-2012 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 16-05-2012 
173,04 ,S2 ,Universitas Padjadjaran,Bandung,Ilmu Tanaman ,001 ,2007 ,B ,13-01-2012 ,Kadaluarsa 
174,03 ,S2 ,Universitas Surapati,Jakarta,Manajemen ,001 ,2007 ,C ,13-01-2012 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 29-09-2016 
175,09 ,S2 ,Universitas Tadulako,Palu,Pembangunan Wilayah dan Kota ,006 ,2007 ,C ,09-03-2012 ,Kadaluarsa 
176,06 ,S2 ,Universitas Jenderal Soedirman,Banyumas,Sains dan Ilmu Lingkungan ,006 ,2007 ,B ,09-03-2012 ,Kadaluarsa 
177,04 ,S2 ,Sekolah Tinggi Manajemen Bisnis Telkom,Bandung,Manajemen ,007 ,2006 ,B ,16-12-2011 ,Kadaluarsa 
178,04 ,S1 ,Universitas Padjadjaran,Bandung,Ilmu Administrasi Niaga ,006 ,2007 ,A ,09-03-2012 ,Kadaluarsa 
179,03 ,S1 ,Universitas Muhammadiyah Prof. Dr. Hamka,Jakarta,Pendidikan Administrasi Perkantoran ,006 ,2007 ,B ,09-03-2012 ,Kadaluarsa 
180,07 ,S1 ,Universitas Islam Negeri Maulana Malik Ibrahim Malang,Malang,Pendidikan Ilmu Pengetahuan Sosial ,010 ,2007 ,B ,19-05-2012 ,Kadaluarsa 
181,07 ,S1 ,Universitas Muhammadiyah Malang,Malang,Budidaya Hutan ,010 ,2007 ,B ,19-05-2012 ,Kadaluarsa 
182,03 ,S1 ,Universitas Negeri Jakarta,Jakarta,Pendidikan Anak Usia Dini ,010 ,2007 ,B ,19-05-2012 ,Kadaluarsa 
183,02 ,S1 ,Universitas Saburai,Bandar,Teknik Sipil ,010 ,2007 ,C ,19-05-2012 ,Kadaluarsa 
184,02 ,S1 ,Universitas Saburai,Bandar,Teknik Mesin ,010 ,2007 ,C ,19-05-2012 ,Kadaluarsa 
185,07 ,S1 ,Universitas Tri Tunggal Surabaya,Surabaya,Pendidikan Pancasila dan Kewarganegaraan ,028 ,2010 ,C ,26-11-2015 ,Kadaluarsa 
186,11 ,S1 ,Sekolah Tinggi Agama Islam Negeri Pontianak,Pontianak,Bimbingan dan Penyuluhan Agama Islam ,011 ,2007 ,C ,26-05-2012 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 20-03-2012 
187,09 ,S1 ,Universitas Muhammadiyah Palu,Palu,Manajemen Hutan ,011 ,2007 ,C ,26-05-2012 ,Kadaluarsa 
188,06 ,S1 ,Universitas Muhammadiyah Surakarta,Surakarta,Ilmu Ekonomi dan Studi Pembangunan (IESP) ,011 ,2007 ,C ,26-05-2012 ,Kadaluarsa 
189,03 ,S1 ,Sekolah Tinggi Ilmu Administrasi dan Sekretari (STAds) ASMI,Jakarta,Ilmu Administrasi Niaga ,012 ,2007 ,B ,09-06-2012 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 17-10-2013 
190,09 ,S1 ,Universitas Muhammadiyah Palu,Palu,Sosial Ekonomi Pertanian ,012 ,2007 ,B ,09-06-2012 ,Kadaluarsa 
191,03 ,S1 ,Sekolah Tinggi Ilmu Administrasi YPIAMI,Jakarta,Ilmu Administrasi Niaga ,012 ,2007 ,B ,09-06-2012 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 29-08-2013 
192,06 ,S2 ,Universitas Jenderal Soedirman,Banyumas,Ilmu Tanaman ,009 ,2007 ,B ,19-05-2012 ,Kadaluarsa 
193,13 ,D3,Universitas Syiah Kuala,Banda,Teknik Elektro ,005 ,2007 ,B ,10-07-2012 ,Kadaluarsa 
194,13 ,D3,Universitas Syiah Kuala,Banda,Pemasaran ,006 ,2007 ,B ,03-08-2012 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 22-07-2013 
195,06 ,D3,Universitas Semarang,Semarang,Teknik Sipil ,007 ,2007 ,B ,11-08-2012 ,Kadaluarsa 
196,13 ,D3,Universitas Syiah Kuala,Banda,Akuntansi ,008 ,2007 ,B ,18-08-2012 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 15-07-2013 
197,05 ,S1 ,Universitas Islam Indonesia,Sleman,Kedokteran ,014 ,2007 ,B ,30-06-2012 ,Kadaluarsa 
198,09 ,S1 ,Universitas Halu Oleo,Kendari,Produksi Ternak ,014 ,2007 ,C ,30-06-2012 ,Kadaluarsa 
199,11 ,S1 ,Universitas Panca Bhakti,Pontianak,Sosial Ekonomi Pertanian ,014 ,2007 ,B ,30-06-2012 ,Kadaluarsa 
200,04 ,S1 ,Universitas Islam Negeri Sunan Gunung Djati Bandung,Bandung,Bimbingan dan Penyuluhan Islam ,023 ,2010 ,B ,29-10-2015 ,Kadaluarsa 
201,02 ,S1 ,Universitas Palembang,Palembang,Ilmu Hama dan Penyakit Tumbuhan ,015 ,2007 ,B ,10-07-2012 ,Kadaluarsa 
202,07 ,S1 ,Universitas Muhammadiyah Malang,Malang,Produksi Ternak ,015 ,2007 ,A ,10-07-2012 ,Kadaluarsa 
203,01 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Swadaya Medan,Medan,Manajemen ,016 ,2007 ,C ,03-08-2012 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 27-06-2016 
204,01 ,S1 ,Universitas Katolik St.Thomas Sumatra Utara,Medan,Ilmu Komputer ,017 ,2007 ,C ,11-08-2012 ,Kadaluarsa 
205,06 ,S1 ,Universitas Muhammadiyah Purworejo,Purworejo,Pendidikan Ekonomi Koperasi ,018 ,2007 ,B ,18-08-2012 ,Kadaluarsa 
206,02 ,S1 ,Universitas Muhammadiyah Palembang,Palembang,Teknologi Pangan ,018 ,2007 ,C ,18-08-2012 ,Kadaluarsa 
207,01 ,S1 ,Sekolah Tinggi Ilmu Hukum (STIH) Swadaya,Medan,Ilmu Hukum ,019 ,2007 ,C ,25-08-2012 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 30-09-2016 
208,07 ,S1 ,Universitas Darul `Ulum (UNDAR),Jombang,Teknik Sipil ,019 ,2007 ,C ,25-08-2012 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 31-08-2013 
209,11 ,S1 ,Universitas Mulawarman,Samarinda,Pendidikan Bimbingan dan konseling ,019 ,2007 ,B ,25-08-2012 ,Kadaluarsa 
210,05 ,D4,Sekolah Tinggi Teknologi Nuklir Yogyakarta,Yogyakarta,Teknokimia Nuklir ,006 ,2007 ,B ,09-11-2012 ,Kadaluarsa 
211,01 ,S3 ,Universitas Sumatera Utara,Medan,Ilmu Kedokteran ,006 ,2007 ,C ,08-10-2012 ,Kadaluarsa 
212,06 ,D3,Universitas Semarang,Semarang,Ilmu Hukum ,013 ,2007 ,B ,09-11-2012 ,Kadaluarsa 
213,08 ,S2 ,Universitas Pendidikan Ganesha,Buleleng,Manajemen Pendidikan ,018 ,2007 ,C ,14-09-2012 ,Kadaluarsa 
214,03 ,S2 ,Universitas Indonesia,Jakarta,Kajian Wanita ,020 ,2007 ,A ,26-10-2012 ,Kadaluarsa 
215,08 ,S1 ,Universitas Kristen Artha Wacana,Kupang,Teologi Agama Kristen Protestan ,020 ,2007 ,B ,07-09-2012 ,Kadaluarsa 
216,10 ,S1 ,Sekolah Tinggi Seni Indonesia Padang Panjang,Padang,Seni Musik ,020 ,2007 ,C ,07-09-2012 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 31-08-2013 
217,07 ,S1 ,Universitas Darul `Ulum (UNDAR),Jombang,Teknik Elektro ,022 ,2007 ,C ,14-09-2012 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 10-06-2014 
218,01 ,S1 ,Universitas Katolik St.Thomas Sumatra Utara,Medan,Sosial Ekonomi Pertanian ,027 ,2007 ,B ,16-11-2012 ,Kadaluarsa 
219,02 ,S1 ,Sekolah Tinggi Bahasa Asing YUNISLA,Lampung,Sastra Inggris ,027 ,2007 ,C ,16-11-2012 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 30-08-2013 
220,09 ,D3,Universitas Tadulako,Palu,Teknik Bangunan ,016 ,2007 ,C ,26-11-2012 ,Kadaluarsa 
221,01 ,D4,Universitas Sumatera Utara,Medan,Teknik Manajemen Pabrik ,007 ,2007 ,B ,29-12-2012 ,Kadaluarsa 
222,06 ,D4,Sekolah Tinggi Penyuluhan Pertanian Magelang,Magelang,Penyuluhan Pertanian ,007 ,2007 ,B ,29-12-2012 ,Kadaluarsa 
223,04 ,S1 ,Universitas Pendidikan Indonesia,Bandung,Pendidikan Bahasa dan Sastra Sunda ,028 ,2007 ,B ,26-11-2012 ,Kadaluarsa 
224,02 ,S1 ,Universitas Muhammadiyah Bengkulu,Bengkulu,Produksi Ternak ,030 ,2007 ,B ,14-12-2012 ,Kadaluarsa 
225,07 ,S1 ,Universitas PGRI Ronggolawe,Tuban,Pendidikan Akuntansi ,030 ,2007 ,B ,14-12-2012 ,Kadaluarsa 
226,13 ,S1 ,Universitas Samudra,Langsa,Sosial Ekonomi Pertanian ,031 ,2007 ,B ,29-12-2012 ,Kadaluarsa 
227,04 ,S1 ,Universitas Pendidikan Indonesia,Bandung,Pendidikan Luar Biasa ,031 ,2007 ,A ,29-12-2012 ,Kadaluarsa 
228,09 ,S1 ,Universitas Tompotika Luwuk Banggai,Banggai,Sosial Ekonomi Pertanian ,031 ,2007 ,C ,29-12-2012 ,Kadaluarsa 
229,11 ,S1 ,Universitas Lambung Mangkurat,Banjarmasin,Produksi Ternak ,031 ,2007 ,B ,29-12-2012 ,Kadaluarsa 
230,13 ,D3,Universitas Syiah Kuala,Banda,Instrumentasi dan Komputasi ,017 ,2007 ,B ,29-12-2012 ,Kadaluarsa 
231,03 ,D3,Universitas Tarumanagara,Jakarta,Akuntansi ,017 ,2007 ,A ,29-12-2012 ,Kadaluarsa 
232,03 ,D3,Universitas Tarumanagara,Jakarta,Manajemen Pemasaran ,017 ,2007 ,A ,29-12-2012 ,Kadaluarsa 
233,03 ,D3,Universitas Tarumanagara,Jakarta,Manajemen Perpajakan ,017 ,2007 ,B ,29-12-2012 ,Kadaluarsa 
234,06 ,D3,Universitas Stikubank,Semarang,Bahasa Inggris ,017 ,2007 ,B ,29-12-2012 ,Kadaluarsa 
235,06 ,D3,Universitas Stikubank,Semarang,Teknik Elektronika ,017 ,2007 ,C ,29-12-2012 ,Kadaluarsa 
236,10 ,D3,Sekolah Tinggi Ilmu Ekonomi Dharma Andalas,Padang,Manajemen ,017 ,2007 ,B ,29-12-2012 ,Kadaluarsa 
237,01 ,S2 ,Universitas Sumatera Utara,Medan,Ilmu Biomedik ,025 ,2007 ,B ,29-12-2012 ,Kadaluarsa 
238,03 ,D3,Akademi Sekretari LPK Tarakanita,Jakarta,Sekretari ,018 ,2008 ,A ,12-01-2013 ,Kadaluarsa 
239,03 ,D3,Sekolah Tinggi Ilmu Maritim AMI,Jakarta,Ketatalaksanaan Pelayaran Niaga ,020 ,2008 ,A ,26-01-2013 ,Kadaluarsa 
240,03 ,S1 ,Universitas Indonesia,Jakarta,Kimia - (Prog. Ekstensi) ,032 ,2008 ,B ,12-01-2013 ,Kadaluarsa 
241,04 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tangerang,Tangerang,Manajemen ,032 ,2008 ,B ,12-01-2013 ,Kadaluarsa 
242,04 ,S1 ,Sekolah Tinggi Agama Islam K.H. Abdul Kabier,Serang,Pendidikan Agama Islam ,032 ,2008 ,B ,12-01-2013 ,Kadaluarsa 
243,06 ,S1 ,Universitas Diponegoro,Semarang,Ilmu Komputer ,032 ,2008 ,B ,12-01-2013 ,Kadaluarsa 
244,07 ,S1 ,Universitas Islam Madura,Pamekasan,Sosial Ekonomi Pertanian ,032 ,2008 ,B ,12-01-2013 ,Kadaluarsa 
245,07 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Koperasi Malang,Malang,Manajemen ,044 ,2011 ,C ,04-02-2016 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 29-12-2016 
246,07 ,S1 ,Institut Keguruan dan Ilmu Pendidikan PGRI Jember,Jember,Pendidikan Ekonomi Koperasi ,032 ,2008 ,B ,12-01-2013 ,Kadaluarsa 
247,11 ,S1 ,Universitas Mulawarman,Samarinda,Sosial Ekonomi Perikanan ,032 ,2008 ,B ,12-01-2013 ,Kadaluarsa 
248,04 ,D3,Universitas Padjadjaran,Bandung,Komunikasi Terapan ,021 ,2008 ,A ,22-02-2013 ,Kadaluarsa 
249,04 ,S1 ,Universitas Islam Negeri Sunan Gunung Djati Bandung,Bandung,Ahwal Al-Syakhshiyyah ,036/BAN-PT/Ak-XIII/S1/I/2011 ,2011 ,B ,07-01-2016 ,Kadaluarsa 
250,03 ,S1 ,Universitas Ibnu Chaldun Jakarta,Jakarta,Manajemen ,001 ,2008 ,C ,18-04-2013 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 21-08-2013 
251,04 ,S1 ,Universitas Galuh,Ciamis,Sosial Ekonomi Pertanian ,001 ,2008 ,B ,18-04-2013 ,Kadaluarsa 
252,06 ,S1 ,Sekolah Tinggi Agama Islam Negeri (STAIN) Surakarta,Jawa,Aqidah Filsafat ,001 ,2008 ,B ,18-04-2013 ,Kadaluarsa 
253,06 ,S1 ,Sekolah Tinggi Agama Islam Negeri (STAIN) Surakarta,Jawa,Komunikasi dan Penyiaran Islam ,001 ,2008 ,B ,18-04-2013 ,Kadaluarsa 
254,06 ,S1 ,Sekolah Tinggi Agama Islam Negeri (STAIN) Surakarta,Jawa,Pendidikan Agama Islam ,001 ,2008 ,B ,18-04-2013 ,Kadaluarsa 
255,06 ,S1 ,Sekolah Tinggi Agama Islam Negeri (STAIN) Surakarta,Jawa,Pendidikan Bahasa Arab ,001 ,2008 ,C ,18-04-2013 ,Kadaluarsa 
256,06 ,S1 ,Sekolah Tinggi Agama Islam Negeri (STAIN) Surakarta,Jawa,Tafsir Hadist ,001 ,2008 ,C ,18-04-2013 ,Kadaluarsa 
257,07 ,S1 ,Sekolah Tinggi Agama Islam Qomaruddin Gresik,Gresik,Kependidikan Islam ,001 ,2008 ,B ,18-04-2013 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 10-09-2013 
258,07 ,S1 ,Universitas Hang Tuah,Surabaya,Teknik Permesinan Kapal ,001 ,2008 ,B ,18-04-2013 ,Kadaluarsa 
259,08 ,S1 ,Sekolah Tinggi Ilmu Manajemen Dyana Pura Badung,Badung,Manajemen ,001 ,2008 ,B ,18-04-2013 ,Kadaluarsa 
260,09 ,S1 ,Sekolah Tinggi Farmasi dan Pengetahuan Alam (STIFA) Palu,Palu,Farmasi ,001 ,2008 ,C ,18-04-2013 ,Kadaluarsa 
261,04 ,S2 ,Universitas Padjadjaran,Bandung,Ilmu Ekonomi dan Akuntansi ,030/BAN-PT/Ak-V/S2/IV/2008 ,2008 ,B ,26-04-2013 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 26-08-2013 
262,03 ,S1 ,Universitas Ibnu Chaldun Jakarta,Jakarta,Ilmu Komunikasi ,002 ,2008 ,C ,26-04-2013 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 21-08-2013 
263,06 ,S1 ,Sekolah Tinggi Agama Islam Negeri (STAIN) Surakarta,Jawa,Ahwal Al-Syakhshiyyah ,002 ,2008 ,C ,26-04-2013 ,Kadaluarsa 
264,06 ,S1 ,Sekolah Tinggi Agama Islam Negeri (STAIN) Surakarta,Jawa,Muamalat ,002 ,2008 ,B ,26-04-2013 ,Kadaluarsa 
265,10 ,S1 ,Sekolah Tinggi Agama Islam Negeri (STAIN) Prof. Dr. Mahmud Yunus,Tanah,Muamalat ,002 ,2008 ,B ,26-04-2013 ,Kadaluarsa 
266,11 ,S1 ,Universitas Palangka Raya,Palangka,Pengolahan Hasil Perikanan ,002 ,2008 ,C ,26-04-2013 ,Kadaluarsa 
267,03 ,S1 ,Universitas Ibnu Chaldun Jakarta,Jakarta,Ilmu Administrasi Negara ,003 ,2008 ,C ,02-05-2013 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 21-08-2013 
268,08 ,S1 ,Universitas Nusa Cendana,Kupang,Ilmu Administrasi Niaga ,003 ,2008 ,B ,02-05-2013 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 28-10-2013 
269,04 ,D1,Sekolah Tinggi Teknologi Tekstil Bandung,Bandung,Teknologi Manufaktur Pakaian Jadi ,001 ,2008 ,B ,17-05-2013 ,Kadaluarsa 
270,06 ,D2,Institut Keguruan dan Ilmu Pendidikan Veteran Semarang,Semarang,Pendidikan Guru Taman Kanak-kanak (PGTK) ,001 ,2008 ,C ,17-05-2013 ,Kadaluarsa 
271,01 ,D3,Akademi Sekretari dan Manajemen Cendana - Medan,Medan,Manajemen Perkantoran ,001 ,2008 ,C ,17-05-2013 ,Kadaluarsa 
272,04 ,D3,Akademi Pariwisata Bogor BHI,Bogor,Perhotelan ,001 ,2008 ,B ,17-05-2013 ,Kadaluarsa 
273,04 ,D3,Akademi Manajemen dan Ilmu Komputer (AMIK) Al-Muslim Bekasi,Bekasi,Manajemen Informatika ,002 ,2008 ,C ,23-05-2013 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 30-08-2016 
274,04 ,D3,Universitas Padjadjaran,Bandung,Pemerintahan ,003 ,2008 ,B ,31-05-2013 ,Kadaluarsa 
275,07 ,D3,Institut Teknologi Nasional Malang,Malang,Teknik Elektro ,003 ,2008 ,B ,31-05-2013 ,Kadaluarsa 
276,02 ,D3,Akademi Manajemen Informatika dan Komputer (AMIK) Atma Luhur,Pangkal,Komputerisasi Akuntansi ,005 ,2008 ,B ,17-05-2013 ,Kadaluarsa 
277,03 ,S1 ,Sekolah Tinggi Agama Islam Azziyadah Jakarta,Jakarta,Muamalat ,004 ,2008 ,B ,09-05-2013 ,Kadaluarsa 
278,11 ,S1 ,Universitas Palangka Raya,Palangka,Manajemen Hutan ,004 ,2008 ,C ,09-05-2013 ,Kadaluarsa 
279,03 ,S1 ,Universitas Tarumanagara,Jakarta,Sistem Komputer ,005 ,2008 ,C ,17-05-2013 ,Kadaluarsa 
280,01 ,S1 ,Institut Agama Islam Negeri (IAIN) Sumatera Utara,Sumatera,Kependidikan Islam ,006 ,2008 ,B ,23-05-2013 ,Kadaluarsa 
281,01 ,S1 ,Institut Agama Islam Negeri (IAIN) Sumatera Utara,Sumatera,Tadris Bahasa Inggris ,009 ,2008 ,C ,06-06-2013 ,Kadaluarsa 
282,09 ,S1 ,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan PGRI Manado,Manado,Pendidikan Bahasa Indonesia ,009 ,2008 ,B ,06-06-2013 ,Dalam proses re-akreditasi dan telah mengajukan re-akreditasi tgl 31-08-2013 
283,04 ,S2 ,STIA-Lembaga Administrasi Negara Bandung,Bandung,Administrasi Publik ,001/BAN-PT/Ak-VI/S2/V/2008 ,2008 ,B ,17-05-2013 ,Kadaluarsa 
284,10 ,S2 ,Universitas Riau,Pekanbaru,Kajian Ilmu Lingkungan ,002/BAN-PT/Ak-VI/S2/V/2008 ,2008 ,B ,23-05-2013 ,Kadaluarsa 
285,04 ,D3,Universitas Katolik Parahyangan,Bandung,Teknik Sipil ,006 ,2008 ,B ,13-06-2013 ,Kadaluarsa 
286,02 ,D3,Akademi Manajemen Informatika dan Komputer (AMIK) Atma Luhur,Pangkal,Manajemen Informatika ,007 ,2008 ,C ,20-06-2013 ,Kadaluarsa 
287,03 ,D3,Akademi Komunikasi Media Radio dan Televisi (AKAMRTV) Jakarta,Jakarta,Ilmu Komunikasi ,007 ,2008 ,B ,20-06-2013 ,Kadaluarsa 
288,10 ,D3,Politeknik Pasir Pengaraian,Pasir,Teknik Konstruksi Sipil ,007 ,2008 ,C ,20-06-2013 ,Kadaluarsa 
289,08 ,S1 ,Universitas Samawa,Sumbawa,Nutrisi dan Makanan Ternak ,010 ,2008 ,C ,13-06-2013 ,Kadaluarsa 
290,11 ,S1 ,Universitas Achmad Yani Banjarmasin,Banjarmasin,Sosial Ekonomi Pertanian ,010 ,2008 ,C ,13-06-2013 ,Kadaluarsa 
291,02 ,S1 ,Institut Agama Islam Negeri Raden Fatah Palembang,Palembang,Kependidikan Islam ,011 ,2008 ,B ,20-06-2013 ,Kadaluarsa 
292,02 ,S1 ,Universitas Sriwijaya,Palembang,Nutrisi dan Makanan Ternak ,011 ,2008 ,B ,20-06-2013 ,Kadaluarsa 
293,03 ,S1 ,Universitas Muhammadiyah Prof. Dr. Hamka,Jakarta,Muamalat ,011 ,2008 ,B ,20-06-2013 ,Kadaluarsa 
294,03 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Kampus Ungu,Jakarta,Manajemen ,011 ,2008 ,B ,20-06-2013 ,Kadaluarsa 
295,07 ,S1 ,Universitas Putra Bangsa,Jawa,Ilmu Hukum ,011 ,2008 ,C ,20-06-2013 ,Kadaluarsa 
296,08 ,S1 ,Universitas Mahasaraswati Denpasar,Denpasar,Sosial Ekonomi Pertanian ,011 ,2008 ,B ,20-06-2013 ,Kadaluarsa 
297,06 ,S1 ,Sekolah Tinggi Agama Islam Negeri (STAIN) Surakarta,Jawa,Manajemen Syari`ah ,012 ,2008 ,C ,28-06-2013 ,Kadaluarsa 
298,08 ,S2 ,Universitas Udayana,Badung,Ilmu Biomedik ,004/BAN-PT/Ak-VI/S2/VI/2008 ,2008 ,B ,13-06-2013 ,Kadaluarsa 
299,11 ,S2 ,Sekolah Tinggi Ilmu Administrasi Bina Banua Banjarmasin,Banjarmasin,Administrasi Publik ,006 ,2008 ,C ,31-05-2013 ,Kadaluarsa 
300,02 ,D2,Universitas Sriwijaya,Palembang,Pendidikan Guru Taman Kanak-kanak (PGTK) ,002 ,2008 ,B ,03-08-2013 ,Kadaluarsa 
