,wilayah,strata,perguruanTinggi,kotaKab,prodi,noSK,tahunSK,peringkat,tanggalKadaluarsa,status
13145,12 ,S2 ,Universitas Pattimura,Ambon,Pengelolaan Lahan ,329/SK/BAN-PT/Akred/M/V/2015 ,2015 ,C ,02-05-2020 ,masih berlaku 
13146,03 ,S3 ,Universitas Islam Negeri Syarif Hidayatullah Jakarta,Jakarta,Pengkajian Islam ,330/SK/BAN-PT/Akred/D/V/2015 ,2015 ,A ,02-05-2020 ,masih berlaku 
13147,04 ,S3 ,Universitas Islam Nusantara,Bandung,Ilmu Pendidikan ,330/SK/BAN-PT/Akred/D/V/2015 ,2015 ,B ,02-05-2020 ,masih berlaku 
13148,05 ,S3 ,Universitas Gadjah Mada,Yogyakarta,Ilmu Akuntansi ,330/SK/BAN-PT/Akred/D/V/2015 ,2015 ,A ,02-05-2020 ,masih berlaku 
13149,05 ,S3 ,Universitas Gadjah Mada,Yogyakarta,Ilmu Manajemen ,330/SK/BAN-PT/Akred/D/V/2015 ,2015 ,A ,02-05-2020 ,masih berlaku 
13150,03 ,D1,Sekolah Tinggi Pariwisata Sahid,Jakarta,Perhotelan ,339/SK/BAN-PT/Akred/Dpl-I/V/2015 ,2015 ,A ,09-05-2020 ,masih berlaku 
13151,01 ,D3,Sekolah Tinggi Manajemen Informatika dan Komputer Kaputama,Binjai,Manajemen Informatika ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13152,02 ,D3,Sekolah Tinggi Manajemen Informatika dan Komputer Dharma Wacana,Metro,Komputerisasi Akuntansi ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13153,03 ,D3,Akademi Sekretari dan Manajemen Dharma Budhi Bhakti,Jakarta,Sekretari ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13154,03 ,D3,Akademi Terapi Wicara Jakarta,Jakarta,Terapi Wicara ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13155,03 ,D3,Universitas Budi Luhur,Jakarta,Komputerisasi Akuntansi ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13156,04 ,D3,Institut Pertanian Bogor,Bogor,Supervisor Jaminan Mutu Pangan ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13157,04 ,D3,Institut Pertanian Bogor,Bogor,Manajemen Industri Jasa Makanan dan Gizi ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13158,04 ,D3,Sekolah Tinggi Ilmu Kesehatan Rajawali,Bandung,Analis Kesehatan ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13159,04 ,D3,Sekolah Tinggi Manajemen Informatika dan Komputer Mardira Indonesia,Bandung,Komputerisasi Akuntansi ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13160,05 ,D3,Sekolah Tinggi Teknologi Nasional,Yogyakarta,Teknik Mesin ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13161,05 ,D3,Universitas Gadjah Mada,Yogyakarta,Pengelolaan Hutan ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,A ,09-05-2020 ,masih berlaku 
13162,06 ,D3,Akademi Farmasi Nasional Surakarta,Surakarta,Farmasi ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13163,06 ,D3,Akademi Perekam Medik dan Informatika Kesehatan Citra Medika Surakarta,Surakarta,Rekam Medik dan Informasi Kesehatan ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13164,06 ,D3,Sekolah Tinggi Ilmu Ekonomi Pariwisata Indonesia,Semarang,Bina Wisata ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13165,07 ,D3,Politeknik Pelayaran Surabaya,Surabaya,Nautika ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13166,07 ,D3,Politeknik Pelayaran Surabaya,Surabaya,Elektro Pelayaran ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13167,08 ,D3,Akademi Farmasi Saraswati Denpasar,Denpasar,Farmasi ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13168,08 ,D3,Politeknik Kesehatan Kemenkes Mataram,Mataram,Analis Kesehatan ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13169,09 ,D3,Akademi Farmasi Bina Farmasi,Palu,Farmasi ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13170,09 ,D3,Akademi Manajemen Informatika dan Komputer Catur Sakti,Kendari,Manajemen Informatika ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13171,09 ,D3,Akademi Manajemen Informatika dan Komputer Catur Sakti,Kendari,Komputerisasi Akuntansi ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13172,10 ,D3,Akademi Manajemen Informatika dan Komputer Depati Parbo Kerinci,Kerinci,Manajemen Informatika ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13173,10 ,D3,Akademi Pembangunan Pertanian Lubuk Alung,Padang,Budidaya Pertanian ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13174,10 ,D3,Universitas Islam Negeri Sulthan Syarif Kasim Riau,Pekanbaru,Manajemen Perusahaan ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13175,13 ,D3,Politeknik Kesehatan Kemenkes Aceh,Aceh,Kesehatan Lingkungan ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13176,06 ,D3,Politeknik Kesehatan Kemenkes Surakarta,Surakarta,Terapi Wicara ,340/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13177,02 ,D4,Sekolah Tinggi Ilmu Kesehatan Mitra Adiguna,Kalidoni,Bidan Pendidik ,341/SK/BAN-PT/Akred/Dpl-IV/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13178,03 ,D4,Sekolah Tinggi Pariwisata Sahid,Jakarta,Perhotelan ,341/SK/BAN-PT/Akred/Dpl-IV/V/2015 ,2015 ,A ,09-05-2020 ,masih berlaku 
13179,03 ,D4,Sekolah Tinggi Perikanan Jakarta,Jakarta,Permesinan Perikanan ,341/SK/BAN-PT/Akred/Dpl-IV/V/2015 ,2015 ,A ,09-05-2020 ,masih berlaku 
13180,04 ,D4,Politeknik Kesehatan Kemenkes Bandung,Bandung,Kesehatan Lingkungan ,341/SK/BAN-PT/Akred/Dpl-IV/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13181,06 ,D4,Politeknik Kesehatan Kemenkes Surakarta,Surakarta,Kebidanan ,341/SK/BAN-PT/Akred/Dpl-IV/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13182,01 ,S1 ,Universitas Sumatera Utara,Medan,Kesehatan Masyarakat ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13183,02 ,S1 ,Institut Agama Islam Negeri Raden Fatah Palembang,Palembang,Aqidah Filsafat ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13184,02 ,S1 ,Sekolah Tinggi Ilmu Hukum Serasan Muara Enim,Muara,Ilmu Hukum ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13185,02 ,S1 ,Universitas Muhammadiyah Palembang,Palembang,Teknik Elektro ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13186,03 ,S1 ,Universitas Islam Attahiriyah,Jakarta,Teknik Informatika ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13187,04 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Binaniaga,Bogor,Manajemen ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13188,04 ,S1 ,Sekolah Tinggi Ilmu Kesehatan Budi Luhur Cimahi,Cimahi,Ilmu Keperawatan ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13189,04 ,S1 ,Universitas Pendidikan Indonesia,Bandung,Teknologi Pendidikan ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,09-05-2020 ,masih berlaku 
13190,06 ,S1 ,Universitas Darul Ulum Islamic Centre Sudirman,Semarang,Teknik Sipil ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13191,06 ,S1 ,Universitas Slamet Riyadi,Surakarta,Ilmu Administrasi Negara ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13192,07 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tuban,Tuban,Manajemen ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13193,08 ,S1 ,Sekolah Tinggi Ilmu Kesehatan Jembrana,Jembrana,Ilmu Keperawatan ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13194,08 ,S1 ,Universitas Nusa Cendana,Kupang,Biologi ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13195,08 ,S1 ,Universitas Pendidikan Ganesha,Buleleng,Pendidikan Bahasa dan Sastra Indonesia ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13196,09 ,S1 ,Sekolah Tinggi Ilmu Keguruan dan Ilmu Pendidikan Mega Rezky Makassar,Makassar,Pendidikan Sosiologi ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13197,09 ,S1 ,Universitas Halu Oleo,Kendari,Teknik Pertambangan ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13198,09 ,S1 ,Universitas Kristen Indonesia Toraja,Tana,Pendidikan Guru Sekolah Dasar ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13199,14 ,S1 ,Universitas Cenderawasih,Jayapura,Kimia ,342/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13200,02 ,S2 ,Universitas Bandar Lampung,Bandar,Ilmu Hukum ,343/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13201,02 ,S2 ,Universitas Bengkulu,Bengkulu,Akuntansi ,343/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13202,02 ,S2 ,Universitas Muhammadiyah Palembang,Palembang,Manajemen ,343/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13203,02 ,S2 ,Universitas Sriwijaya,Palembang,Pendidikan Matematika ,343/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13204,03 ,S2 ,Universitas Indonesia,Jakarta,Biologi ,343/SK/BAN-PT/Akred/M/V/2015 ,2015 ,A ,09-05-2020 ,masih berlaku 
13205,03 ,S2 ,Universitas Muhammadiyah Prof. Dr. Hamka,Jakarta,Administrasi Pendidikan ,343/SK/BAN-PT/Akred/M/V/2015 ,2015 ,A ,09-05-2020 ,masih berlaku 
13206,03 ,S2 ,Universitas Respati Indonesia,Jakarta,Manajemen ,343/SK/BAN-PT/Akred/M/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13207,05 ,S2 ,Universitas Islam Indonesia,Sleman,Teknik Industri ,343/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13208,06 ,S2 ,Universitas Sebelas Maret,Surakarta,Akuntansi ,343/SK/BAN-PT/Akred/M/V/2015 ,2015 ,A ,09-05-2020 ,masih berlaku 
13209,09 ,S2 ,Universitas Muhammadiyah Makassar,Makassar,Manajemen ,343/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13210,10 ,S2 ,Universitas Andalas,Padang,Ilmu Politik ,343/SK/BAN-PT/Akred/M/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13211,01 ,S3 ,Universitas Sumatera Utara,Medan,Ilmu Kesehatan Masyarakat ,344/SK/BAN-PT/Akred/D/V/2015 ,2015 ,B ,09-05-2020 ,masih berlaku 
13212,05 ,S3 ,Universitas Gadjah Mada,Yogyakarta,Ilmu Geografi ,344/SK/BAN-PT/Akred/D/V/2015 ,2015 ,A ,09-05-2020 ,masih berlaku 
13213,08 ,S3 ,Universitas Nusa Cendana,Kupang,Ilmu Administrasi ,344/SK/BAN-PT/Akred/D/V/2015 ,2015 ,C ,09-05-2020 ,masih berlaku 
13214,06 ,D4,Sekolah Tinggi Elektronika dan Komputer PAT,Semarang,Manajemen Informatika ,396/SK/BAN-PT.Akred/Dpl-IV/V/2015 ,2015 ,C ,21-05-2020 ,masih berlaku 
13215,04 ,D3,Politeknik Negeri Jakarta,Depok,Penerbitan ,018/BAN-PT/Ak-XII/Dpl-III/VII/2012 ,2012 ,B ,27-07-2017 ,169 hari lagi kadaluarsa 
13216,10 ,S1 ,Universitas Muhammadiyah Sumatera Barat,Padang,Agroteknologi ,456/SK/BAN-PT/Ak-SURV/S/V/2015 ,2014 ,B ,26-09-2019 ,masih berlaku 
13217,02 ,D4,Politeknik Kesehatan Kemenkes Bengkulu,Bengkulu,Gizi ,452/SK/BAN-PT/Ak-SURV/Dpl-IV/V/2015 ,2014 ,B ,15-08-2019 ,masih berlaku 
13218,03 ,S1 ,Universitas Darma Persada,Jakarta,Teknik Informatika ,455/SK/BAN-PT/Ak-SURV/S/V/2015 ,2014 ,B ,10-10-2019 ,masih berlaku 
13219,01 ,D3,Akademi Manajemen Informatika dan Komputer Harapan Medan,Medan,Manajemen Informatika ,451/SK/BAN-PT/Ak-SURV/Dpl-III/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13220,03 ,D4,Sekolah Tinggi Perikanan Jakarta,Jakarta,Teknologi Akuakultur ,501/SK/BAN-PT/Akred/Dpl-IV/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13221,05 ,D4,"Sekolah Tinggi Multi Media ""MMTC"" Yogyakarta",Yogyakarta,Manajemen Produksi Berita ,501/SK/BAN-PT/Akred/Dpl-IV/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13222,05 ,D4,Universitas Gadjah Mada,Yogyakarta,Teknologi Jaringan ,501/SK/BAN-PT/Akred/Dpl-IV/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13223,06 ,D4,Politeknik Kesehatan Kemenkes Surakarta,Surakarta,Fisioterapi ,501/SK/BAN-PT/Akred/Dpl-IV/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13224,01 ,S2 ,Sekolah Tinggi Teologi Pelita Kebenaran,Medan,Pendidikan Agama Kristen ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13225,01 ,S2 ,Universitas Negeri Medan,Medan,Antropologi Sosial ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13226,01 ,S2 ,Universitas Sumatera Utara,Medan,Ilmu Kesehatan Masyarakat ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13227,02 ,S2 ,Universitas Bengkulu,Bengkulu,Pengelolaan Sumberdaya Alam dan Lingkungan ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13228,02 ,S2 ,Universitas Lampung,Bandar,Ilmu Kehutanan ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13229,03 ,S2 ,Institut Keuangan Perbankan dan Informatika Asia Perbanas,Jakarta,Akuntansi ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13230,03 ,S2 ,Sekolah Tinggi Teologi Bethel Indonesia,Jakarta,Pastoral Konseling ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13231,04 ,S2 ,Institut Agama Islam Negeri Sultan Maulana Hasanuddin Banten,Serang,Ekonomi Syari`ah ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku dan telah mengajukan re-akreditasi tgl 26-08-2015 
13232,04 ,S2 ,Sekolah Tinggi Teologi Kharisma Bandung,Bandung,Teologi Kependetaan ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13233,04 ,S2 ,Universitas Sultan Ageng Tirtayasa,Serang,Akuntansi ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13234,05 ,S2 ,Universitas PGRI Yogyakarta,Bantul,Pendidikan Ilmu Pengetahuan Sosial ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13235,06 ,S2 ,Universitas Dian Nuswantoro,Semarang,Manajemen ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13236,06 ,S2 ,Universitas Diponegoro,Semarang,Teknik Kimia ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13237,06 ,S2 ,Universitas Muhammadiyah Surakarta,Surakarta,Ilmu Hukum ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13238,07 ,S2 ,Universitas Airlangga,Surabaya,Ilmu Kesehatan Olah Raga ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13239,07 ,S2 ,Universitas Islam Kadiri,Kediri,Agribisnis ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13240,07 ,S2 ,Universitas Negeri Malang,Malang,Bimbingan dan Konseling ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13241,08 ,S2 ,Universitas Mahendradatta,Denpasar,Ilmu Hukum ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13242,09 ,S2 ,Institut Agama Islam Negeri Kendari,Kendari,Manajemen Pendidikan Islam ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku dan telah mengajukan re-akreditasi tgl 23-12-2016 
13243,09 ,S2 ,Sekolah Tinggi Agama Kristen Apollos Manado,Manado,Pendidikan Agama Kristen ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13244,09 ,S2 ,Universitas Halu Oleo,Kendari,Ilmu Manajemen ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13245,09 ,S2 ,Universitas Halu Oleo,Kendari,Kimia ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13246,09 ,S2 ,Universitas Halu Oleo,Kendari,Pendidikan IPA ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13247,09 ,S2 ,Universitas Halu Oleo,Kendari,Pendidikan Keguruan Bahasa ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13248,09 ,S2 ,Universitas Sam Ratulangi,Manado,Ilmu Pangan ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13249,10 ,S2 ,Institut Agama Islam Negeri Imam Bonjol,Sumatera,Pengembangan Masyarakat Islam ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13250,10 ,S2 ,Universitas Andalas,Padang,Teknik Industri ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13251,10 ,S2 ,Universitas Bung Hatta,Padang,Manajemen ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13252,10 ,S2 ,Universitas Negeri Padang,Padang,Ilmu Ekonomi ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13253,14 ,S2 ,Universitas Negeri Papua,Manokwari,Ilmu Lingkungan ,503/SK/BAN-PT/Akred/M/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13254,03 ,S3 ,Universitas Negeri Jakarta,Jakarta,Teknologi Pendidikan ,504/SK/BAN-PT/Akred/D/V/2015 ,2015 ,B ,30-05-2020 ,masih berlaku 
13255,04 ,S3 ,Institut Pertanian Bogor,Bogor,Mikrobiologi ,504/SK/BAN-PT/Akred/D/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13256,07 ,S3 ,Institut Teknologi Sepuluh Nopember,Surabaya,Ilmu Teknik Sipil ,504/SK/BAN-PT/Akred/D/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13257,07 ,S3 ,Universitas Airlangga,Surabaya,Ilmu Sosial ,504/SK/BAN-PT/Akred/D/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13258,07 ,S3 ,Universitas Negeri Malang,Malang,Pendidikan Bahasa Inggris ,504/SK/BAN-PT/Akred/D/V/2015 ,2015 ,A ,30-05-2020 ,masih berlaku 
13259,10 ,S3 ,Institut Agama Islam Negeri Sulthan Thaha Saifuddin,Jambi,Manajemen Pendidikan Islam ,504/SK/BAN-PT/Akred/D/V/2015 ,2015 ,C ,30-05-2020 ,masih berlaku 
13260,03 ,S1 ,Sekolah Tinggi Agama Buddha Nalanda,Jakarta,Dharma Usada ,395/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,15-05-2020 ,masih berlaku 
13261,03 ,S1 ,Sekolah Tinggi Ilmu Ekonomi Jayakusuma Jakarta,Jakarta,Manajemen ,395/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,15-05-2020 ,masih berlaku 
13262,06 ,S1 ,Universitas Dian Nuswantoro,Semarang,Ilmu Komunikasi ,395/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,15-05-2020 ,masih berlaku 
13263,07 ,S1 ,Universitas Negeri Malang,Malang,Pendidikan Geografi ,395/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,15-05-2020 ,masih berlaku 
13264,09 ,S1 ,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Yapim,Maros,Pendidikan Biologi ,395/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,15-05-2020 ,masih berlaku 
13265,09 ,S1 ,Sekolah Tinggi Teologi Indonesia Manado,Manado,Pendidikan Agama Kristen ,395/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,15-05-2020 ,masih berlaku 
13266,09 ,S1 ,Universitas Halu Oleo,Kendari,Teknik Geologi ,395/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,15-05-2020 ,masih berlaku 
13267,10 ,S1 ,Sekolah Tinggi Agama Islam Tuanku Tambusai Riau,Rokan,Ahwal Syakshiyyah ,395/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,15-05-2020 ,masih berlaku 
13268,10 ,S1 ,Universitas Islam Negeri Sulthan Syarif Kasim Riau,Pekanbaru,Matematika ,395/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,15-05-2020 ,masih berlaku 
13269,10 ,S1 ,Universitas Islam Negeri Sulthan Syarif Kasim Riau,Pekanbaru,Manajemen ,395/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,15-05-2020 ,masih berlaku 
13270,13 ,S1 ,Universitas Abulyatama,Aceh,Akuntansi ,395/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,15-05-2020 ,masih berlaku 
13271,14 ,S1 ,Universitas Cenderawasih,Jayapura,Ilmu Kesejahteraan Sosial ,395/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,15-05-2020 ,masih berlaku 
13272,02 ,D3,Politeknik Negeri Lampung,Bandar,Teknologi Pangan ,448/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13273,05 ,D3,Politeknik Kesehatan Bhakti Setya Indonesia,Yogyakarta,Farmasi ,448/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13274,07 ,D3,Sekolah Tinggi Ilmu Kesehatan Yayasan RS. Dr. Soetomo Surabaya,Surabaya,Rekam Medik dan Informasi Kesehatan ,448/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13275,10 ,D3,Universitas Abdurrab,Riau,Analis Farmasi dan Makanan ,448/SK/BAN-PT/Akred/Dpl-III/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13276,01 ,S1 ,Universitas Dian Nusantara,Medan,Manajemen ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13277,02 ,S1 ,Universitas Lampung,Bandar,Bimbingan dan Konseling ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13278,02 ,S1 ,Universitas Prof. Dr. Hazairin SH,Bengkulu,Ilmu Administrasi Negara ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13279,02 ,S1 ,Universitas Prof. Dr. Hazairin SH,Bengkulu,Teknik Mesin ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13280,02 ,S1 ,Universitas Tridinanti,Palembang,Teknik Elektro ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,C ,23-05-2020 ,masih berlaku 
13281,03 ,S1 ,Universitas Esa Unggul Jakarta,Jakarta,Kesehatan Masyarakat ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13282,03 ,S1 ,Universitas Pelita Harapan,Jakarta,Teknologi Pangan ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,B ,23-05-2020 ,masih berlaku 
13283,04 ,S1 ,Institut Teknologi Bandung,Bandung,Aeronotika dan Astronotika ,449/SK/BAN-PT/Akred/S/V/2015 ,2015 ,A ,23-05-2020 ,masih berlaku 
